rs,rp,rd,rf,r_core_flag,rcore,DeltaE,DeltaEig,hardness,score
1.13676,0.48346,1.30921,0.00000,1.00000,0.00000,0.01249,0.01907,0.06709,0.09864170
1.13676,0.48346,1.94216,0.00000,1.00000,0.00000,0.01249,0.01907,0.06709,0.09864170
1.96879,2.62345,2.94089,0.00000,1.00000,0.00000,0.19900,0.33490,0.00000,0.53390425
0.69820,0.63058,1.01954,0.00000,1.00000,0.00000,0.01225,0.00575,0.04554,0.06354125
1.88544,0.07177,3.19635,0.00000,1.00000,0.00000,0.07523,0.11277,0.06709,0.25508901
1.25391,0.63058,1.01954,0.00000,1.00000,0.00000,0.01805,0.02946,0.04614,0.09365111
1.25391,1.24017,1.01954,0.00000,1.00000,0.00000,0.02617,0.03192,0.03578,0.09387744
1.25391,1.24017,0.14926,0.00000,1.00000,0.00000,0.02617,0.03192,0.04519,0.10328569
0.80417,2.93712,1.94867,0.00000,1.00000,0.00000,0.22118,0.37078,0.02245,0.61440801
0.81549,0.89215,2.54416,0.00000,1.00000,0.00000,0.01333,0.00634,0.04473,0.06439181
1.43806,2.50906,0.56076,0.00000,1.00000,0.00000,0.12206,0.23027,0.02236,0.37469348
1.09822,0.89215,2.54416,0.00000,1.00000,0.00000,0.01611,0.01591,0.06709,0.09910143
1.09822,1.52165,2.54416,0.00000,1.00000,0.00000,0.02002,0.03094,0.04554,0.09650102
1.09822,1.52165,1.82403,0.00000,1.00000,0.00000,0.02002,0.03094,0.05768,0.10863943
1.70780,0.66909,1.70166,0.00000,1.00000,0.00000,0.05877,0.08594,0.06709,0.21179477
1.06734,0.76823,1.58780,0.00000,1.00000,0.00000,0.01406,0.01389,0.05768,0.08562750
1.50445,0.90448,1.44789,0.00000,1.00000,0.00000,0.04065,0.06232,0.04903,0.15199559
2.38172,0.90448,1.44789,0.00000,1.00000,0.00000,0.05441,0.08377,0.06709,0.20526158
2.38172,2.19974,1.44789,0.00000,1.00000,0.00000,0.09468,0.17546,0.00000,0.27014025
2.38172,2.19974,2.01121,0.00000,1.00000,0.00000,0.09468,0.17546,0.00000,0.27014025
2.35882,1.56264,1.83005,0.00000,1.00000,0.00000,0.05837,0.09239,0.00430,0.15505950
1.52695,1.41917,0.62242,0.00000,1.00000,0.00000,0.04426,0.06950,0.02267,0.13643457
