rs,rp,rd,rf,r_core_flag,rcore,DeltaE,DeltaEig,hardness,score
0.89098,0.86559,2.50678,0.00000,1.00000,0.00000,0.00840,0.00605,0.03532,0.04976107
0.80646,0.86559,2.50678,0.00000,1.00000,0.00000,0.00847,0.00610,0.03532,0.04988798
0.80646,1.50949,2.50678,0.00000,1.00000,0.00000,0.00606,0.00896,0.06709,0.08211044
0.80646,1.50949,0.42308,0.00000,1.00000,0.00000,0.00606,0.00896,0.06709,0.08211044
1.92810,1.85262,1.19286,0.00000,1.00000,0.00000,0.04830,0.06311,0.00000,0.11141344
0.21454,1.85262,1.19286,0.00000,1.00000,0.00000,0.00761,0.02292,0.04519,0.07572243
0.21454,0.48560,1.19286,0.00000,1.00000,0.00000,0.00705,0.00597,0.04481,0.05783512
0.21454,0.48560,1.39261,0.00000,1.00000,0.00000,0.00705,0.00597,0.04554,0.05856202
1.09509,0.57261,0.92927,0.00000,1.00000,0.00000,0.00658,0.00660,0.06709,0.08026356
2.38089,2.35872,1.01425,0.00000,1.00000,0.00000,0.07664,0.11948,0.00082,0.19694027
1.25336,2.89924,0.80859,0.00000,1.00000,0.00000,0.08221,0.14656,0.04472,0.27349016
0.63434,2.89924,0.80859,0.00000,1.00000,0.00000,0.07601,0.14193,0.04554,0.26347675
0.63434,0.21140,0.80859,0.00000,1.00000,0.00000,0.01925,0.01796,0.04903,0.08623239
0.63434,0.21140,0.60224,0.00000,1.00000,0.00000,0.01925,0.01796,0.06709,0.10429271
1.38296,0.69212,0.85692,0.00000,1.00000,0.00000,0.01168,0.01490,0.04473,0.07130969
1.78466,2.33440,1.45063,0.00000,1.00000,0.00000,0.05541,0.09086,0.00000,0.14626807
0.67020,2.33440,1.45063,0.00000,1.00000,0.00000,0.02760,0.05878,0.02914,0.11552087
0.67020,2.18548,1.45063,0.00000,1.00000,0.00000,0.02183,0.04531,0.03962,0.10676005
0.67020,2.18548,0.01195,0.00000,1.00000,0.00000,0.02183,0.04531,0.05768,0.12482037
0.11801,2.02458,1.41415,0.00000,1.00000,0.00000,0.01181,0.03295,0.04519,0.08995192
1.01345,1.77317,1.09805,0.00000,1.00000,0.00000,0.00692,0.01871,0.04614,0.07177027
1.24112,1.77317,1.09805,0.00000,1.00000,0.00000,0.01224,0.02156,0.02333,0.05712830
1.24112,2.78423,1.09805,0.00000,1.00000,0.00000,0.06864,0.12611,0.02238,0.21712953
1.24112,2.78423,1.39906,0.00000,1.00000,0.00000,0.06864,0.12611,0.02236,0.21711283
0.76318,1.04833,0.72773,0.00000,1.00000,0.00000,0.00900,0.00687,0.02914,0.04501027
0.65592,1.97298,0.71077,0.00000,1.00000,0.00000,0.01949,0.03125,0.03779,0.08852450
0.66525,0.44551,3.16553,0.00000,1.00000,0.00000,0.01250,0.01047,0.06709,0.09005137
1.23928,0.44551,3.16553,0.00000,1.00000,0.00000,0.00699,0.00979,0.06709,0.08387038
1.23928,1.59001,3.16553,0.00000,1.00000,0.00000,0.01134,0.01576,0.03613,0.06322724
1.23928,1.59001,2.38189,0.00000,1.00000,0.00000,0.01134,0.01576,0.03613,0.06322724
1.81293,0.55717,2.82661,0.00000,1.00000,0.00000,0.03237,0.04110,0.06709,0.14055819
2.16428,0.34770,2.37110,0.00000,1.00000,0.00000,0.04785,0.06141,0.06709,0.17634213
0.77900,0.04651,2.48536,0.00000,1.00000,0.00000,0.00488,0.01106,0.06709,0.08302812
0.77900,0.32887,2.48536,0.00000,1.00000,0.00000,0.00648,0.00719,0.06709,0.08075264
0.77900,0.32887,0.94330,0.00000,1.00000,0.00000,0.00648,0.00719,0.06709,0.08075264
0.18348,0.86040,1.52518,0.00000,1.00000,0.00000,0.00828,0.00604,0.04472,0.05904305
2.13232,1.39367,0.51095,0.00000,1.00000,0.00000,0.05146,0.06248,0.02252,0.13645914
0.82726,2.99652,2.82314,0.00000,1.00000,0.00000,0.09624,0.16420,0.02236,0.28280423
1.36574,2.99652,2.82314,0.00000,1.00000,0.00000,0.09971,0.17265,0.00027,0.27263149
1.36574,2.13951,2.82314,0.00000,1.00000,0.00000,0.02586,0.04628,0.02236,0.09450437
1.36574,2.13951,1.53101,0.00000,1.00000,0.00000,0.02586,0.04628,0.02236,0.09450437
0.85986,1.63237,1.73213,0.00000,1.00000,0.00000,0.00498,0.01233,0.04903,0.06633790
1.88675,2.32021,0.31944,0.00000,1.00000,0.00000,0.06023,0.09700,0.02236,0.17959031
1.34647,2.32021,0.31944,0.00000,1.00000,0.00000,0.03303,0.06432,0.02237,0.11971741
1.34647,0.73682,0.31944,0.00000,1.00000,0.00000,0.01053,0.01364,0.05220,0.07637233
1.34647,0.73682,3.37218,0.00000,1.00000,0.00000,0.01053,0.01364,0.05220,0.07637233
0.52452,0.03641,0.99466,0.00000,1.00000,0.00000,0.04736,0.04246,0.04473,0.13455079
0.62384,1.77293,2.36622,0.00000,1.00000,0.00000,0.02916,0.03156,0.02236,0.08307728
0.76110,1.77293,2.36622,0.00000,1.00000,0.00000,0.00693,0.01852,0.05768,0.08313007
0.76110,1.94338,2.36622,0.00000,1.00000,0.00000,0.00966,0.02720,0.03779,0.07464917
0.76110,1.94338,0.16095,0.00000,1.00000,0.00000,0.00966,0.02720,0.03779,0.07464917
0.01735,2.40654,2.97969,0.00000,1.00000,0.00000,0.03165,0.06529,0.06709,0.16402182
1.83969,2.79461,2.63612,0.00000,1.00000,0.00000,0.09265,0.15938,0.00000,0.25203497
0.03518,0.70885,2.06460,0.00000,1.00000,0.00000,0.00786,0.00573,0.03532,0.04890772
1.14580,0.70885,2.06460,0.00000,1.00000,0.00000,0.00709,0.00751,0.04475,0.05935193
1.14580,2.71189,2.06460,0.00000,1.00000,0.00000,0.06024,0.11207,0.02236,0.19466751
1.14580,2.71189,3.37792,0.00000,1.00000,0.00000,0.06024,0.11207,0.02236,0.19466751
2.08087,2.87906,0.28355,0.00000,1.00000,0.00000,0.11965,0.19379,0.02236,0.33580276
1.52273,0.22599,2.58256,0.00000,1.00000,0.00000,0.01775,0.02452,0.06709,0.10935179
1.52273,2.79312,2.58256,0.00000,1.00000,0.00000,0.07633,0.13881,0.00000,0.21513572
1.52273,2.79312,0.33527,0.00000,1.00000,0.00000,0.07633,0.13881,0.02236,0.23749769
1.09522,1.48426,0.76664,0.00000,1.00000,0.00000,0.00799,0.01049,0.04554,0.06401954
2.04951,0.42220,2.31742,0.00000,1.00000,0.00000,0.04394,0.05624,0.06709,0.16726156
1.36695,2.43530,2.25792,0.00000,1.00000,0.00000,0.03821,0.07564,0.00000,0.11385385
0.16811,2.43530,2.25792,0.00000,1.00000,0.00000,0.03390,0.06864,0.06709,0.16962731
0.16811,1.70685,2.25792,0.00000,1.00000,0.00000,0.00551,0.01553,0.04519,0.06622713
0.16811,1.70685,1.43934,0.00000,1.00000,0.00000,0.00551,0.01553,0.04519,0.06622713
0.05998,1.16073,1.69407,0.00000,1.00000,0.00000,0.00801,0.00660,0.02378,0.03839087
1.55909,2.68454,0.98074,0.00000,1.00000,0.00000,0.06602,0.12346,0.00247,0.19194839
1.45527,1.58389,0.68267,0.00000,1.00000,0.00000,0.01929,0.02587,0.03097,0.07612577
0.63660,1.58389,0.68267,0.00000,1.00000,0.00000,0.02824,0.02577,0.05768,0.11168962
0.63660,1.46020,0.68267,0.00000,1.00000,0.00000,0.02972,0.02445,0.04827,0.10243603
0.63660,1.46020,2.94872,0.00000,1.00000,0.00000,0.02972,0.02445,0.05768,0.11184428
2.40624,1.96780,2.33183,0.00000,1.00000,0.00000,0.06305,0.08409,0.00000,0.14714138
1.06132,1.33877,1.78448,0.00000,1.00000,0.00000,0.00811,0.00858,0.04903,0.06571234
1.17890,0.23837,0.09102,0.00000,1.00000,0.00000,0.00618,0.01007,0.06709,0.08333292
1.48077,0.23837,0.09102,0.00000,1.00000,0.00000,0.01600,0.02214,0.06709,0.10522539
1.48077,2.85419,0.09102,0.00000,1.00000,0.00000,0.08378,0.14974,0.02236,0.25588695
1.48077,2.85419,3.02696,0.00000,1.00000,0.00000,0.08378,0.14974,0.00000,0.23352498
0.04949,2.73989,0.73379,0.00000,1.00000,0.00000,0.06443,0.11604,0.02914,0.20960583
2.43238,0.07266,1.13096,0.00000,1.00000,0.00000,0.05204,0.06831,0.06709,0.18744054
0.78996,2.27802,0.07855,0.00000,1.00000,0.00000,0.02342,0.05325,0.06709,0.14375189
2.17534,2.27802,0.07855,0.00000,1.00000,0.00000,0.06954,0.10562,0.02236,0.19752288
2.17534,0.12633,0.07855,0.00000,1.00000,0.00000,0.04848,0.06372,0.06709,0.17928956
2.17534,0.12633,0.44061,0.00000,1.00000,0.00000,0.04848,0.06372,0.06709,0.17928956
0.10840,2.91242,0.71802,0.00000,1.00000,0.00000,0.08618,0.14930,0.02984,0.26531660
0.96262,1.53128,2.88780,0.00000,1.00000,0.00000,0.00602,0.00960,0.05768,0.07329961
1.37935,0.64098,1.02033,0.00000,1.00000,0.00000,0.01157,0.01481,0.05220,0.07857522
0.01411,0.64098,1.02033,0.00000,1.00000,0.00000,0.00765,0.00563,0.06709,0.08036653
0.01411,0.23940,1.02033,0.00000,1.00000,0.00000,0.00579,0.00827,0.05768,0.07174081
0.01411,0.23940,2.17954,0.00000,1.00000,0.00000,0.00579,0.00827,0.05768,0.07174081
1.42559,1.14816,3.43864,0.00000,1.00000,0.00000,0.01575,0.02003,0.04477,0.08055531
0.91489,2.53797,3.19574,0.00000,1.00000,0.00000,0.04442,0.08418,0.06709,0.19568955
1.50296,2.43653,1.49361,0.00000,1.00000,0.00000,0.04458,0.08278,0.00000,0.12735963
1.97050,2.43653,1.49361,0.00000,1.00000,0.00000,0.06798,0.11222,0.00000,0.18020166
1.97050,0.93588,1.49361,0.00000,1.00000,0.00000,0.04119,0.04965,0.04477,0.13561786
1.97050,0.93588,2.61110,0.00000,1.00000,0.00000,0.04119,0.04965,0.02268,0.11352444
1.36975,0.69477,2.47371,0.00000,1.00000,0.00000,0.01100,0.01419,0.04903,0.07421773
1.22948,1.33778,0.88744,0.00000,1.00000,0.00000,0.01125,0.01234,0.03126,0.05484694
2.38202,0.50835,2.49640,0.00000,1.00000,0.00000,0.05136,0.06441,0.06709,0.18285700
1.22948,1.42724,0.88744,0.00000,1.00000,0.00000,0.01139,0.01328,0.04614,0.07081575
1.22948,1.42724,0.07029,0.00000,1.00000,0.00000,0.01139,0.01328,0.04614,0.07081575
1.73912,0.62211,3.02048,0.00000,1.00000,0.00000,0.02785,0.03499,0.06709,0.12992850
0.17249,1.34154,0.76077,0.00000,1.00000,0.00000,0.00699,0.00733,0.02748,0.04179916
1.51616,1.34154,0.76077,0.00000,1.00000,0.00000,0.02026,0.02602,0.02625,0.07253389
1.51616,1.52271,0.76077,0.00000,1.00000,0.00000,0.02148,0.02830,0.04554,0.09531639
1.51616,1.52271,1.78541,0.00000,1.00000,0.00000,0.02148,0.02830,0.02318,0.07295443
0.24920,1.68540,1.93986,0.00000,1.00000,0.00000,0.00533,0.01469,0.04519,0.06521421
1.12250,1.15692,3.01949,0.00000,1.00000,0.00000,0.00904,0.00817,0.06709,0.08429904
2.28433,0.38022,2.10195,0.00000,1.00000,0.00000,0.05016,0.06390,0.06709,0.18114882
1.55784,0.38022,2.10195,0.00000,1.00000,0.00000,0.01921,0.02549,0.06709,0.11178610
1.55784,0.82992,2.10195,0.00000,1.00000,0.00000,0.02007,0.02517,0.06709,0.11232748
1.55784,0.82992,2.23737,0.00000,1.00000,0.00000,0.02007,0.02517,0.06709,0.11232748
2.34984,0.69535,2.61835,0.00000,1.00000,0.00000,0.05170,0.06347,0.06709,0.18225180
2.27314,1.85094,1.05789,0.00000,1.00000,0.00000,0.05963,0.07612,0.00009,0.13584260
